# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.10.0
#@/tick	116448
#@/user_id	desktop
a 	啊	c=174 d=2.53214 t=116448
huo yan 	火焰	c=0 d=2.89553e-97 t=116448
huo yan tu 	火焰圖	c=3 d=4.74557e-26 t=116448
huo yao 	火藥	c=1 d=3.8974e-33 t=116448
huo yue 	或曰	c=0 d=7.41881e-107 t=116448
huo yue 	活躍	c=1 d=7.49338e-106 t=116448
huo ze 	或則	c=1 d=2.08464e-54 t=116448
huo zhe 	或者	c=124 d=0.254484 t=116448
huo zhe 	活着	c=3 d=3.22356e-182 t=116448
huo zhe shuo 	或者說	c=1 d=3.08979e-154 t=116448
ji 	即	c=13 d=3.83153e-09 t=116448
ji 	及	c=68 d=1.06746e-05 t=116448
ji 	吉	c=1 d=3.3632e-34 t=116448
ji 	寄	c=5 d=3.55434e-96 t=116448
ji 	幾	c=1 d=1.60938e-10 t=116448
ji 	急	c=8 d=3.36893e-54 t=116448
ji 	既	c=1 d=0.826959 t=116448
ji 	極	c=1 d=2.63634e-81 t=116448
ji 	機	c=1 d=4.08641e-237 t=116448
ji 	級	c=3 d=1.23208e-231 t=116448
ji 	集	c=1 d=4.75219e-13 t=116448
ji 	雞	c=5 d=1.28966 t=116448
ji ben 	基本	c=47 d=0.614067 t=116448
ji ben dou shi 	基本都是	c=1 d=2.20973e-210 t=116448
ji ben zhi shi 	基本知識	c=1 d=1.00273e-179 t=116448
ji bian 	即便	c=1 d=8.45657e-205 t=116448
ji bie 	級別	c=4 d=1.51293e-198 t=116448
ji cheng 	繼承	c=23 d=2.76801e-35 t=116448
ji cheng 	集成	c=2 d=1.56859e-82 t=116448
ji chu 	基礎	c=97 d=0.311348 t=116448
ji chu le 	基礎了	c=1 d=4.41182e-21 t=116448
ji chu tong xue 	基礎同學	c=1 d=4.32569e-230 t=116448
ji ci 	幾次	c=4 d=0.562705 t=116448
ji cu 	急促	c=1 d=1.25617e-36 t=116448
ji cuo 	記錯	c=3 d=1.28796e-36 t=116448
ji da hua 	極大化	c=0 d=1.30583e-52 t=116448
ji dao sha shou 	極道殺手	c=0 d=8.23903e-76 t=116448
ji de 	極的	c=1 d=2.45646e-220 t=116448
ji de 	記得	c=22 d=1.74997e-54 t=116448
ji de shi 	集的勢	c=0 d=8.23903e-76 t=116448
ji di 	基地	c=2 d=3.58739e-146 t=116448
ji dian 	幾點	c=4 d=4.95625e-37 t=116448
ji dian guo 	幾點過	c=1 d=1.16727e-143 t=116448
ji ding 	既定	c=1 d=1.05086e-201 t=116448
ji duan 	極端	c=2 d=7.95894e-169 t=116448
ji duan le 	極端了	c=1 d=7.99883e-168 t=116448
ji fen 	級分	c=1 d=9.81103e-100 t=116448
ji fen zhong 	幾分鐘	c=1 d=5.26618e-221 t=116448
ji ge 	幾個	c=46 d=0.209094 t=116448
ji gou 	機構	c=1 d=2.34979e-139 t=116448
ji hang 	幾行	c=1 d=7.87387e-218 t=116448
ji he deng ji 	幾何等級	c=0 d=8.28033e-76 t=116448
ji hu shi 	幾乎是	c=1 d=1.29901e-107 t=116448
ji hua 	計畫	c=10 d=0.980199 t=116448
ji hui 	機會	c=1 d=3.49798e-230 t=116448
ji huo 	激活	c=6 d=7.56354e-28 t=116448
ji ji 	急急	c=1 d=1.03112e-37 t=116448
ji ji 	積極	c=11 d=0.100761 t=116448
ji jiang 	即將	c=3 d=8.96749e-13 t=116448
ji ke 	即可	c=11 d=1.18918e-09 t=116448
ji kuai 	雞塊	c=0 d=0.0130029 t=116448
ji lei 	基類	c=6 d=7.44045e-149 t=116448
ji lei 	幾類	c=1 d=1.37987e-229 t=116448
ji lei 	積累	c=2 d=0.909373 t=116448
ji li 	激勵	c=6 d=4.4938e-208 t=116448
ji lie 	激烈	c=1 d=5.2873e-33 t=116448
ji lu 	紀錄	c=1 d=0.985111 t=116448
ji lu 	記錄	c=108 d=3.15955 t=116448
ji lv 	幾率	c=1 d=5.84896e-103 t=116448
ji miao 	機瞄	c=1 d=1.083e-232 t=116448
ji mu 	積木	c=1 d=3.91271e-226 t=116448
ji nan 	濟南	c=1 d=1.05719e-66 t=116448
ji neng 	技能	c=1 d=4.84741e-158 t=116448
ji nian jiang 	紀念獎	c=1 d=3.85447e-226 t=116448
ji nv 	繼女	c=1 d=0.960789 t=116448
ji pai 	雞排	c=1 d=0.127454 t=116448
ji pin 	極品	c=2 d=1.91221 t=116448
ji qi 	機器	c=21 d=1.53831e-08 t=116448
ji qi ren 	機器人	c=90 d=4.08226e-16 t=116448
ji qian 	幾千	c=2 d=1.30802e-180 t=116448
ji qiao 	技巧	c=4 d=1.76942 t=116448
ji qiu 	即丘	c=1 d=3.11713e-140 t=116448
ji ran 	既然	c=8 d=2.51827e-42 t=116448
ji rou 	雞肉	c=2 d=1.27512 t=116448
ji ru 	計入	c=1 d=0.058567 t=116448
ji shi 	即使	c=6 d=7.328e-20 t=116448
ji shi 	及時	c=15 d=1.90161e-61 t=116448
ji shi 	幾十	c=1 d=7.95674e-106 t=116448
ji shi ai 	及時愛	c=0 d=2.38305e-217 t=116448
ji shu 	基數	c=3 d=2.14061e-34 t=116448
ji shu 	技術	c=30 d=1.73438 t=116448
ji shu 	計數	c=14 d=1.31206e-19 t=116448
ji shu jing ji 	技術經濟	c=0 d=6.61042e-132 t=116448
ji shu xing 	技術性	c=1 d=1.5709e-225 t=116448
ji suan 	計算	c=124 d=0.960789 t=116448
ji suan chu 	計算出	c=3 d=2.13655e-108 t=116448
ji suan ji 	計算機	c=2 d=4.87357e-35 t=116448
ji suan le 	計算了	c=1 d=9.44532e-153 t=116448
ji suan qi 	計算器	c=3 d=2.10552e-83 t=116448
ji suan ri qi 	計算日期	c=1 d=5.49822e-52 t=116448
ji ti yan 	及體驗	c=1 d=1.10514e-29 t=116448
ji tian 	幾天	c=5 d=0.873716 t=116448
ji tiao 	幾條	c=2 d=1.28705e-188 t=116448
ji tuo 	寄託	c=1 d=1.03594e-33 t=116448
ji wei 	极微	c=1 d=8.04407e-58 t=116448
ji xia 	幾下	c=1 d=2.06124e-127 t=116448
ji xia 	記下	c=1 d=3.40673e-97 t=116448
ji xia lai 	記下來	c=1 d=5.75956e-157 t=116448
ji xian 	極限	c=1 d=6.09122e-198 t=116448
ji xiang wu 	吉祥物	c=2 d=1.39576e-158 t=116448
ji xiao 	績效	c=4 d=8.87193e-34 t=116448
ji xie 	機械	c=2 d=4.32418e-79 t=116448
ji xing 	機型	c=9 d=4.64038e-27 t=116448
ji xu 	繼續	c=79 d=2.57973 t=116448
ji xu fen xiang 	繼續分享	c=1 d=6.18098e-223 t=116448
ji yao 	紀要	c=2 d=1.52931e-76 t=116448
ji yi 	記憶	c=7 d=0.99005 t=116448
ji yong 	即用	c=1 d=5.69485e-83 t=116448
ji you 	既有	c=2 d=2.65959e-96 t=116448
ji yu 	基於	c=19 d=3.65414e-06 t=116448
ji zhang 	幾張	c=1 d=1.91888e-138 t=116448
ji zhang 	記賬	c=1 d=5.77225e-36 t=116448
ji zhe 	急着	c=2 d=1.88917e-219 t=116448
ji zhi 	機制	c=2 d=4.54603e-50 t=116448
ji zhong 	幾種	c=2 d=2.46128e-08 t=116448
ji zhong 	集中	c=2 d=0.580216 t=116448
ji zhu 	記住	c=1 d=0.307279 t=116448
jia 	假	c=15 d=8.03202e-12 t=116448
jia 	價	c=1 d=6.81383e-164 t=116448
jia 	加	c=76 d=9.25471e-06 t=116448
jia 	夾	c=14 d=9.06475e-81 t=116448
jia 	家	c=13 d=1.9316 t=116448
jia 	甲	c=1 d=9.11018e-81 t=116448
jia ai 	家愛	c=0 d=8.14568e-89 t=116448
jia ban 	加班	c=6 d=0.421051 t=116448
jia ban le 	加班了	c=1 d=3.41672e-102 t=116448
jia dai 	夾帶	c=1 d=1.05623e-114 t=116448
jia dao 	加到	c=1 d=2.73732e-82 t=116448
jia de 	加的	c=3 d=3.48752e-108 t=116448
jia fang 	甲方	c=3 d=2.40387e-142 t=116448
jia ge 	價格	c=1 d=0.694196 t=116448
jia ge 	加個	c=33 d=1.72094e-20 t=116448
jia gong 	加工	c=2 d=1.08469e-68 t=116448
jia gou 	架构	c=4 d=0.96079 t=116448
jia guo 	加過	c=1 d=2.66437e-29 t=116448
jia jie 	嫁接	c=1 d=0.637628 t=116448
jia jing wen 	賈靜雯	c=1 d=0.96079 t=116448
jia ju 	家居	c=1 d=0.163654 t=116448
jia kong suo dao 	架空索道	c=0 d=1.30583e-52 t=116448
jia kuai 	加快	c=1 d=1.12432e-55 t=116448
jia kuan han dao 	加寬焊道	c=0 d=1.30583e-52 t=116448
jia le 	加了	c=25 d=3.45319e-21 t=116448
jia li 	家裏	c=8 d=0.66365 t=116448
jia qi 	假期	c=1 d=2.85196e-241 t=116448
jia qi lai 	加起來	c=3 d=7.68513e-21 t=116448
jia qiang 	加強	c=3 d=0.0589317 t=116448
jia qiang de 	加強的	c=1 d=0.591556 t=116448
jia quan 	甲醛	c=2 d=0.246597 t=116448
jia ren 	假人	c=1 d=2.81598e-33 t=116448
jia ren men 	假人們	c=1 d=2.22867e-134 t=116448
jia ru 	假如	c=14 d=1.56806e-14 t=116448
jia ru 	加入	c=16 d=6.98508e-15 t=116448
jia ru shuo 	假如說	c=4 d=1.70463 t=116448
jia shang 	加上	c=17 d=1.66184e-05 t=116448
jia shang le 	加上了	c=4 d=4.92733e-27 t=116448
jia shang qu 	加上去	c=2 d=2.19249e-118 t=116448
jia shi 	駕駛	c=4 d=7.49035e-160 t=116448
jia shu ju 	假數據	c=1 d=5.77858e-137 t=116448
jia su 	加速	c=3 d=8.19009e-56 t=116448
jia xia 	加下	c=8 d=0.83527 t=116448
jia xie 	加些	c=2 d=1.68131e-193 t=116448
jia xin 	加薪	c=1 d=0.740819 t=116448
jia yi 	甲一	c=1 d=6.92506e-178 t=116448
jia yi ge 	加一個	c=7 d=1.19783e-06 t=116448
jia yi xia 	加一下	c=1 d=2.5599e-29 t=116448
jia you 	假有	c=1 d=4.34886e-234 t=116448
jia you 	加油	c=8 d=1.39227 t=116448
jia yu 	家语	c=1 d=5.55537e-56 t=116448
jia zai 	加載	c=70 d=1.97032 t=116448
jia zhao 	駕照	c=3 d=3.59678e-118 t=116448
jia zhi 	價值	c=2 d=0.562705 t=116448
jia zi 	甲子	c=1 d=1.93047e-150 t=116448
jian 	剪	c=1 d=0.315058 t=116448
jian 	姦	c=1 d=2.38224e-212 t=116448
jian 	建	c=5 d=0.0909373 t=116448
jian 	煎	c=1 d=0.367659 t=116448
jian 	見	c=14 d=0.818731 t=116448
jian 	鍵	c=2 d=3.23143e-05 t=116448
jian 	間	c=5 d=1.74764e-09 t=116448
jian bian 	漸變	c=3 d=9.49874e-43 t=116448
jian ce 	檢測	c=6 d=0.955997 t=116448
jian ce 	監測	c=1 d=1.48633e-221 t=116448
jian cha 	檢查	c=10 d=0.213314 t=116448
jian chi 	堅持	c=3 d=3.80721e-101 t=116448
jian da 	建大	c=1 d=1.77654e-143 t=116448
jian dan 	簡單	c=94 d=1.24218 t=116448
jian dan dian 	簡單點	c=1 d=1.80364e-174 t=116448
jian dan ni 	簡單你	c=1 d=1.34299e-87 t=116448
jian dang 	建檔	c=1 d=2.27633e-177 t=116448
jian dao 	剪刀	c=1 d=0.287941 t=116448
jian duan 	簡短	c=2 d=1.83219e-06 t=116448
jian duan sha jun 	間段殺菌	c=0 d=7.95564e-76 t=116448
jian fei 	減肥	c=5 d=0.83527 t=116448
jian fu 	肩負	c=1 d=1.37252e-225 t=116448
jian ge 	間隔	c=18 d=2.03351e-05 t=116448
jian gu 	兼顧	c=1 d=1.7801e-49 t=116448
jian guo 	見過	c=3 d=1.97913e-141 t=116448
jian hui 	健輝	c=1 d=3.21531e-05 t=116448
jian jian jian kang kang 	見健健康康	c=1 d=0.767205 t=116448
jian jian kang kang 	健健康康	c=0 d=0.076338 t=116448
jian ju 	間距	c=15 d=6.80914e-09 t=116448
jian kang 	健康	c=8 d=0.293758 t=116448
jian kong 	監控	c=5 d=3.24929e-11 t=116448
jian li 	建立	c=6 d=8.60827e-33 t=116448
jian li yi ge 	建立一個	c=1 d=8.65142e-32 t=116448
jian nan 	艱難	c=3 d=3.53413e-33 t=116448
jian nan chun 	劍南春	c=1 d=2.92333e-32 t=116448
jian nan kun ku 	艰难困苦	c=1 d=3.77875e-81 t=116448
jian pan 	劍盤	c=1 d=3.95204e-226 t=116448
jian pan 	鍵盤	c=54 d=2.42187 t=116448
jian pan de 	鍵盤的	c=2 d=2.17113e-91 t=116448
jian pu 	簡樸	c=1 d=5.85214e-80 t=116448
jian pu 	簡譜	c=1 d=0.946485 t=116448
jian qiang 	堅強	c=1 d=1.37755e-33 t=116448
jian qie 	剪切	c=3 d=1.09351e-222 t=116448
jian qing 	減輕	c=1 d=0.0112206 t=116448
jian quan 	鑒權	c=3 d=4.83454e-98 t=116448
jian ren 	奸人	c=1 d=1.93896e-231 t=116448
jian rong 	兼容	c=7 d=6.88767e-85 t=116448
jian rong xing 	兼容性	c=2 d=1.47492e-13 t=116448
jian rui 	尖銳	c=1 d=1.25706e-15 t=116448
jian shao 	減少	c=7 d=0.722541 t=116448
jian she 	建設	c=3 d=5.3645e-158 t=116448
jian shen 	健身	c=1 d=1.89855e-102 t=116448
jian shen fang 	健身房	c=1 d=6.00034e-227 t=116448
jian shi 	監事	c=1 d=3.37711e-200 t=116448
jian shi qi 	監視器	c=15 d=1.55239e-27 t=116448
jian ti 	见体	c=1 d=4.7723e-92 t=116448
jian tie ban 	剪貼板	c=2 d=1.94605 t=116448
jian ting 	監聽	c=10 d=1.35434e-91 t=116448
jian ting xia 	監聽下	c=1 d=1.6643e-228 t=116448
jian tou 	箭頭	c=1 d=4.40329e-57 t=116448
jian xie 	簡寫	c=1 d=4.44544e-169 t=116448
jian yan 	檢驗	c=2 d=9.64558e-47 t=116448
jian yi 	建議	c=63 d=0.0323034 t=116448
jian yi 	簡易	c=2 d=1.53191e-183 t=116448
jian yi shi 	建議是	c=1 d=6.29639e-176 t=116448
jian zao 	建造	c=1 d=4.74658e-146 t=116448
jian zhe 	見者	c=1 d=1.12493e-32 t=116448
jian zhu 	建築	c=2 d=7.8816e-112 t=116448
jian zhu rou 	煎豬肉	c=1 d=0.332871 t=116448
jian zhu xi 	建築系	c=1 d=8.2857e-112 t=116448
jiang 	將	c=48 d=0.828637 t=116448
jiang 	獎	c=3 d=0.208045 t=116448
jiang 	講	c=6 d=0.955997 t=116448
jiang 	醬	c=1 d=4.47352e-243 t=116448
jiang 	降	c=1 d=1.41243e-33 t=116448
jiang de 	講的	c=1 d=1.501e-219 t=116448
jiang di 	降低	c=6 d=0.718924 t=116448
jiang di dao 	降低到	c=1 d=4.48998e-198 t=116448
jiang di le 	降低了	c=1 d=7.62947e-200 t=116448
jiang han da kang 	江漢大康	c=0 d=7.95564e-76 t=116448
jiang hu 	江湖	c=1 d=0.99005 t=116448
jiang hui 	將會	c=1 d=5.1673e-57 t=116448
jiang jia 	降價	c=1 d=2.55801e-226 t=116448
jiang le 	講了	c=1 d=3.74458e-33 t=116448
jiang le 	降了	c=1 d=1.67319e-85 t=116448
jiang li 	江力	c=1 d=0.090718 t=116448
jiang li 	獎勵	c=1 d=0.0911727 t=116448
jiang pin 	獎品	c=5 d=1.16361e-18 t=116448
jiang ri chang 	將日常	c=1 d=1.62978e-158 t=116448
jiang shan 	江山	c=1 d=7.96836e-35 t=116448
jiang shu 	講述	c=1 d=3.3065e-128 t=116448
jiang wen 	姜文	c=1 d=1.56035e-234 t=116448
jiang xi 	江西	c=2 d=1.96968e-210 t=116448
jiang yao 	將要	c=1 d=1.76061e-184 t=116448
jiao 	交	c=8 d=1.90795 t=116448
jiao 	叫	c=30 d=0.38868 t=116448
jiao 	嬌	c=1 d=3.04298e-239 t=116448
jiao 	教	c=1 d=9.37683e-185 t=116448
jiao 	腳	c=1 d=5.72888e-153 t=116448
jiao 	角	c=1 d=4.96537e-88 t=116448
jiao 	較	c=1 d=7.62446e-16 t=116448
jiao ben 	腳本	c=49 d=0.941764 t=116448
jiao biao 	角標	c=1 d=8.33492e-211 t=116448
jiao cha 	交叉	c=1 d=1.57854e-47 t=116448
jiao cha 	較差	c=1 d=1.56231e-190 t=116448
jiao cheng 	交城	c=1 d=1.49691e-40 t=116448
jiao cheng 	教程	c=1 d=1.50441e-40 t=116448
jiao da 	較大	c=2 d=4.52138e-133 t=116448
jiao de 	角的	c=1 d=3.12999e-159 t=116448
jiao di 	較低	c=1 d=7.25261e-16 t=116448
jiao du 	角度	c=3 d=1.57205e-28 t=116448
jiao fu 	交付	c=1 d=1.21478e-84 t=116448
jiao fu 	教父	c=1 d=1.60551e-158 t=116448
jiao gei 	交給	c=1 d=5.9277e-172 t=116448
jiao hao 	較好	c=1 d=1.57801e-190 t=116448
jiao hu 	交互	c=14 d=1.19844e-12 t=116448
jiao hu shi 	交互式	c=1 d=0.410656 t=116448
jiao huan 	交換	c=2 d=0.980199 t=116448
jiao jie 	交接	c=10 d=3.39942e-13 t=116448
jiao le 	交了	c=1 d=4.81488e-167 t=116448
jiao lian 	教練	c=1 d=3.98306e-172 t=116448
jiao lian ne 	教練呢	c=1 d=4.00302e-171 t=116448
jiao liu 	交流	c=7 d=0.00108628 t=116448
jiao nen 	嬌嫩	c=2 d=1.88504 t=116448
jiao ni 	教你	c=2 d=3.65784e-22 t=116448
jiao ren 	叫人	c=1 d=6.26773e-93 t=116448
jiao sha 	叫啥	c=1 d=2.81792e-188 t=116448
jiao sheng 	叫聲	c=1 d=1 t=116448
jiao tong 	交通	c=1 d=4.19183e-125 t=116448
jiao wo 	叫我	c=11 d=3.14511e-10 t=116448
jiao wo 	教我	c=1 d=8.8476e-178 t=116448
jiao xiao 	嬌小	c=5 d=4.09893 t=116448
jiao yan 	校驗	c=18 d=7.41827e-17 t=116448
jiao you 	交由	c=1 d=5.7057e-76 t=116448
jiao yu 	教育	c=1 d=1.79941e-117 t=116448
jiao yu wang 	教育網	c=2 d=1.85551 t=116448
jiao zuo 	叫做	c=7 d=9.10457e-15 t=116448
jie 	介	c=2 d=1.14263e-163 t=116448
jie 	借	c=1 d=2.04518e-182 t=116448
jie 	姐	c=26 d=0.377192 t=116448
jie 	截	c=7 d=2.89375e-30 t=116448
jie 	接	c=3 d=1.47729e-120 t=116448
jie 	界	c=1 d=2.54507e-137 t=116448
jie 	節	c=7 d=0.0340056 t=116448
jie 	結	c=3 d=1.68729 t=116448
jie 	街	c=1 d=0.980199 t=116448
jie 	解	c=1 d=2.1418e-225 t=116448
jie chu 	接觸	c=6 d=0.913931 t=116448
jie chu 	解除	c=2 d=1.61939e-171 t=116448
jie chu guo 	接觸過	c=2 d=1.08469e-74 t=116448
jie cu 	接簇	c=1 d=2.64597e-212 t=116448
jie da 	解答	c=5 d=4.58952e-15 t=116448
jie dai 	借貸	c=1 d=2.12966e-217 t=116448
jie dao 	街道	c=1 d=7.63857e-214 t=116448
jie de 	借的	c=1 d=5.70709e-167 t=116448
jie di 	姐弟	c=1 d=0.955997 t=116448
jie dian 	節點	c=23 d=0.940413 t=116448
jie dian 	結點	c=1 d=1.10624e-217 t=116448
jie duan 	截斷	c=11 d=2.79033e-43 t=116448
jie duan 	階段	c=36 d=3.93523e-29 t=116448
jie fang an 	介方案	c=1 d=1.74433e-163 t=116448
jie fu 	姐夫	c=6 d=0.951229 t=116448
jie ge 	接個	c=1 d=5.10686e-95 t=116448
jie ge 	杰哥	c=1 d=9.3612e-136 t=116448
jie ge tu 	截个图	c=2 d=4.39598e-155 t=116448
jie gou 	結構	c=17 d=0.99005 t=116448
jie gou ti 	結構體	c=16 d=6.77633e-11 t=116448
jie guo 	結果	c=45 d=1.4803 t=116448
jie guo shuo 	結果說	c=1 d=2.67984e-97 t=116448
jie hang 	潔航	c=1 d=1.07284 t=116448
jie he 	接合	c=1 d=4.38612e-158 t=116448
jie he 	結合	c=8 d=0.0558548 t=116448
jie hou 	節後	c=1 d=6.56291e-105 t=116448
jie hun 	結婚	c=2 d=1.42358e-96 t=116448
jie hun le 	結婚了	c=1 d=1.38842e-96 t=116448
jie jie 	姐姐	c=6 d=9.99624e-27 t=116448
jie jin 	接近	c=5 d=2.39008e-36 t=116448
jie jue 	解決	c=82 d=3.35389 t=116448
jie jue le 	解決了	c=2 d=5.83864e-141 t=116448
jie jue xia 	解決下	c=1 d=3.34952e-133 t=116448
jie kai 	解開	c=1 d=7.00532e-49 t=116448
jie kao 	姐考	c=1 d=6.7007e-26 t=116448
jie kou 	接口	c=75 d=0.26714 t=116448
jie le 	借了	c=1 d=3.88339e-167 t=116448
jie le 	解了	c=1 d=2.83146e-215 t=116448
jie li 	接力	c=4 d=1.75664e-40 t=116448
jie long 	接龍	c=1 d=8.95479e-202 t=116448
jie lun 	結論	c=30 d=0.477497 t=116448
jie ma 	解碼	c=2 d=1.56762e-83 t=116448
jie mian 	界面	c=10 d=1.34564e-22 t=116448
jie mu 	節目	c=3 d=3.26212e-32 t=116448
jie pi 	潔癖	c=1 d=6.22591e-220 t=116448
jie qu 	截取	c=2 d=4.53841e-154 t=116448
jie ri 	節日	c=1 d=9.99904e-88 t=116448
jie ru 	接入	c=37 d=1.10022e-06 t=116448
jie shao 	介紹	c=8 d=3.96032e-16 t=116448
jie sheng 	節省	c=3 d=7.74565e-45 t=116448
jie shi 	解釋	c=5 d=5.28803e-64 t=116448
jie shou 	接受	c=21 d=9.33066e-09 t=116448
jie shou 	接手	c=2 d=1.02282e-177 t=116448
jie shou 	接收	c=4 d=3.94206e-20 t=116448
jie shu 	結束	c=9 d=1.10431 t=116448
jie suo 	解鎖	c=1 d=0.99005 t=116448
jie tong 	接通	c=1 d=8.96081e-63 t=116448
jie tu 	截圖	c=15 d=1.73622e-20 t=116448
jie tu zhong 	截圖中	c=1 d=1.50185e-20 t=116448
jie wo 	借我	c=1 d=6.15662e-206 t=116448
jie xi 	解析	c=33 d=2.7658 t=116448
jie xia lai 	接下來	c=15 d=2.61054 t=116448
jie ya 	解壓	c=1 d=4.09015e-189 t=116448
jie yong 	借用	c=2 d=4.2021e-95 t=116448
jie yue 	節約	c=0 d=5.73747e-201 t=116448
jie yue 	解悅	c=1 d=4.64833e-194 t=116448
jie yue le 	節約了	c=1 d=5.76623e-200 t=116448
jie zhe 	接着	c=3 d=3.74382e-60 t=116448
jie zhi 	截止	c=7 d=8.17643e-07 t=116448
jie zou 	節奏	c=9 d=0.444858 t=116448
jin 	僅	c=4 d=1.43579e-167 t=116448
jin 	巾	c=1 d=4.11106e-102 t=116448
jin 	盡	c=1 d=7.76061e-224 t=116448
jin 	緊	c=1 d=6.24456e-167 t=116448
jin 	近	c=5 d=3.43478e-164 t=116448
jin 	進	c=52 d=2.70104e-05 t=116448
jin 	金	c=6 d=0.209088 t=116448
jin ao 	金澳	c=0 d=2.87687e-21 t=116448
jin bu 	進步	c=4 d=5.88959e-81 t=116448
jin bu liao 	進不了	c=1 d=2.2565e-133 t=116448
jin cheng 	進程	c=16 d=2.47402e-05 t=116448
jin chu 	進出	c=4 d=2.04954e-161 t=116448
jin dao 	進到	c=5 d=4.49577e-125 t=116448
jin de 	緊的	c=1 d=6.06098e-22 t=116448
jin du 	進度	c=29 d=2.80715 t=116448
jin du tiao 	進度條	c=11 d=3.49628e-20 t=116448
jin e 	金額	c=3 d=3.80983e-30 t=116448
jin er 	進而	c=2 d=6.90572e-57 t=116448
jin hua 	進化	c=2 d=1.41302 t=116448
jin ji 	晉級	c=3 d=1.06799 t=116448
jin ji 	緊急	c=7 d=1.4656e-35 t=116448
jin jin 	僅僅	c=1 d=3.89197e-46 t=116448
jin ke yi 	儘可以	c=1 d=8.84272e-54 t=116448
jin kuai 	儘快	c=2 d=0.740819 t=116448
jin lai 	進來	c=3 d=7.9692e-95 t=116448
jin le 	進了	c=7 d=2.79119e-76 t=116448
jin liang 	儘量	c=16 d=0.715338 t=116448
jin lin 	金麟	c=1 d=2.07417e-83 t=116448
jin luo mi gu 	紧锣密鼓	c=1 d=4.2666e-39 t=116448
jin nian 	今年	c=31 d=4.46536e-33 t=116448
jin po 	緊迫	c=1 d=0.453845 t=116448
jin qu 	進去	c=36 d=5.53179e-06 t=116448
jin qun 	緊群	c=2 d=5.56542e-136 t=116448
jin qun 	進羣	c=2 d=2.14593e-42 t=116448
jin ri 	今日	c=2 d=2.33255e-80 t=116448
jin ri tou tiao 	今日头条	c=1 d=1.12119e-81 t=116448
jin ru 	進入	c=136 d=6.14895e-10 t=116448
jin shen 	謹慎	c=1 d=2.049e-57 t=116448
jin shu 	金屬	c=1 d=0.97531 t=116448
jin shu hua dong kuang jia 	金屬滑動框架	c=0 d=1.29284e-52 t=116448
jin shu kou he 	金屬扣合	c=0 d=1.30583e-52 t=116448
jin si nan gua 	金丝南瓜	c=1 d=1.30114e-185 t=116448
jin tai 	晉太	c=1 d=6.51956e-174 t=116448
jin tian 	今天	c=99 d=2.83664 t=116448
jin tu 	金兔	c=1 d=2.31269e-187 t=116448
jin wan 	今晚	c=28 d=0.161218 t=116448
jin xiang 	進向	c=1 d=1.11541e-79 t=116448
jin xing 	進行	c=198 d=0.63084 t=116448
jin xing kai fa 	進行開發	c=1 d=5.8721e-120 t=116448
jin xing le 	進行了	c=1 d=3.86917e-212 t=116448
jin xing zhong 	進行中	c=1 d=4.73785e-95 t=116448
jin xiu 	錦繡	c=1 d=0.995012 t=116448
jin yao 	緊要	c=1 d=0.511708 t=116448
jin yi bu 	進一步	c=3 d=2.66772e-128 t=116448
jin zao 	儘早	c=1 d=5.3921e-58 t=116448
jin zhan 	近戰	c=1 d=1.04181e-70 t=116448
jin zhan 	進展	c=5 d=0.00440506 t=116448
jin zhang 	緊張	c=2 d=1.33112e-12 t=116448
jin zhi 	禁止	c=6 d=7.39763e-43 t=116448
jin zhi zhuan huan 	进制转换	c=1 d=0.985112 t=116448
jing 	精	c=5 d=1.92645e-08 t=116448
jing 	經	c=3 d=0.900325 t=116448
jing 	靜	c=1 d=7.2275e-34 t=116448
jing 	驚	c=2 d=1.96531 t=116448
jing chang 	經常	c=2 d=1.45652e-83 t=116448
jing de 	净德	c=1 d=1.79621e-08 t=116448
jing dian 	經典	c=6 d=7.29777e-35 t=116448
jing du cheng 	京都城	c=0 d=7.58232e-40 t=116448
jing gao 	警告	c=1 d=2.25037e-101 t=116448
jing guo 	經過	c=5 d=2.51742e-38 t=116448
jing hua 	精化	c=1 d=2.44585e-81 t=116448
jing ji 	經濟	c=2 d=9.18021e-171 t=116448
jing jian 	精簡	c=2 d=1.17776e-160 t=116448
jing jie 	境界	c=1 d=2.56349e-163 t=116448
jing kou da 	井口大	c=0 d=7.95564e-76 t=116448
jing li 	經歷	c=1 d=6.88934e-176 t=116448
jing shen 	精神	c=3 d=0.185444 t=116448
jing shen jing song jie shu 	脛神經松解術	c=0 d=6.61042e-132 t=116448
jing tai 	靜態	c=13 d=1.35141e-129 t=116448
jing tian 	景天	c=1 d=5.62345e-111 t=116448
jing tian di 	驚天地	c=1 d=6.95954e-207 t=116448
jing xiang 	鏡像	c=1 d=0.99005 t=116448
jing xiang zhan 	镜像站	c=3 d=0.99005 t=116448
jing xin 	精心	c=1 d=1.03831e-148 t=116448
jing xing 	经行	c=1 d=4.63964e-172 t=116448
jing yan 	经验	c=5 d=3.82831e-146 t=116448
jing ye 	敬業	c=1 d=6.40306e-109 t=116448
jing zheng 	競爭	c=1 d=3.01248e-150 t=116448
jing zhong 	阱中	c=0 d=5.44617e-235 t=116448
jing zi 	鏡子	c=1 d=0.995012 t=116448
jiu 	久	c=11 d=2.61617e-14 t=116448
jiu 	九	c=1 d=0.99005 t=116448
jiu 	就	c=400 d=3.20845 t=116448
