# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.13.0
#@/tick	325666
#@/user_id	data
a 	啊	c=448 d=2.53214 t=325666
hen you qu 	很有趣	c=1 d=5.45035e-08 t=325666
hen you yi si 	很有意思	c=3 d=5.6445e-08 t=325666
hen zai yi 	很在意	c=1 d=0.806541 t=325666
hen zao 	很早	c=6 d=1.03865e-05 t=325666
hen zheng chang 	很正常	c=3 d=3.35805e-16 t=325666
hen zheng chang de 	很正常的	c=2 d=2.29107e-106 t=325666
hen zheng chang le 	很正常了	c=1 d=2.54393e-73 t=325666
hen zheng que 	很正確	c=1 d=1.32039e-05 t=325666
hen zhi 	很直	c=1 d=1.94577e-184 t=325666
hen zhong 	很重	c=1 d=0.00149594 t=325666
hen zhong yao 	很重要	c=1 d=0.802519 t=325666
heng 	亨	c=1 d=1.62136e-09 t=325666
heng 	恆	c=3 d=1.75988e-244 t=325666
heng 	橫	c=132 d=2.694 t=325666
heng 	衡	c=11 d=0.937067 t=325666
heng chao 	亨超	c=1 d=1.64586e-09 t=325666
heng lan 	横栏	c=4 d=1.42764e-12 t=325666
heng ping 	橫評	c=2 d=0.000150733 t=325666
heng rong yi 	橫容易	c=1 d=1.40353e-135 t=325666
heng shu 	橫豎	c=7 d=0.000160054 t=325666
heng shu ping 	橫豎屏	c=1 d=1.19141e-31 t=325666
heng tiao 	橫條	c=3 d=6.00296e-144 t=325666
heng xian 	橫線	c=3 d=1.33411e-09 t=325666
heng xiang 	橫向	c=3 d=3.96316e-24 t=325666
heng xin 	恆心	c=1 d=1.61103e-22 t=325666
heng zhe 	橫着	c=1 d=0.937067 t=325666
hong 	哄	c=1 d=0.548811 t=325666
hong 	宏	c=89 d=0.000165481 t=325666
hong 	弘	c=37 d=2.95632e-17 t=325666
hong 	洪	c=4 d=2.20741e-20 t=325666
hong 	紅	c=15 d=1.93124 t=325666
hong 	虹	c=6 d=3.54551e-08 t=325666
hong 	鴻	c=15 d=4.15419e-19 t=325666
hong bao 	紅包	c=8 d=5.69139e-32 t=325666
hong de 	紅的	c=2 d=7.37402e-56 t=325666
hong dian 	紅點	c=177 d=0.48533 t=325666
hong ding yi 	宏定義	c=1 d=1.91668e-242 t=325666
hong ge 	洪哥	c=2 d=1.43206e-19 t=325666
hong kuang 	紅礦	c=1 d=2.97367e-28 t=325666
hong kuang zhong 	紅礦中	c=1 d=2.98858e-27 t=325666
hong le 	紅了	c=1 d=1.45234e-243 t=325666
hong lou 	紅樓	c=2 d=1.21991e-15 t=325666
hong lou meng 	紅樓夢	c=1 d=8.92169e-276 t=325666
hong lv 	紅綠	c=2 d=3.54732e-14 t=325666
hong meng 	鴻蒙	c=5 d=8.55659e-20 t=325666
hong ming 	紅名	c=3 d=1.78281e-32 t=325666
hong se 	紅色	c=20 d=3.13632e-20 t=325666
hong tai 	哄抬	c=1 d=2.90324e-186 t=325666
hong wai 	紅外	c=1 d=0.980199 t=325666
hong wen 	紅溫	c=1 d=7.24498e-33 t=325666
hong xin 	紅心	c=1 d=1.1802e-08 t=325666
hong yan 	紅顏	c=1 d=1 t=325666
hong zhong 	紅腫	c=1 d=0.965605 t=325666
hou 	厚	c=1 d=6.85382e-174 t=325666
hou 	后	c=304 d=1.58665 t=325666
hou 	後	c=196 d=3.92223 t=325666
hou 	猴	c=1 d=1.98236e-21 t=325666
hou ai 	候愛	c=1 d=3.12596e-232 t=325666
hou ceng 	後層	c=0 d=6.55845e-98 t=325666
hou da kai 	后打開	c=1 d=1.71026e-225 t=325666
hou de 	厚的	c=1 d=3.85131e-187 t=325666
hou dong 	侯硐	c=1 d=3.16168e-248 t=325666
hou duan 	後段	c=1 d=1.41632e-36 t=325666
hou duan 	後端	c=4 d=1.55668e-30 t=325666
hou er 	猴兒	c=1 d=1.7841e-46 t=325666
hou hai 	后海	c=2 d=2.67701e-165 t=325666
hou hou 	吼吼	c=1 d=7.82946e-34 t=325666
hou hou tai 	后後台	c=1 d=2.48255e-21 t=325666
hou hua yuan 	後花園	c=1 d=4.3454e-19 t=325666
hou hui 	後悔	c=2 d=3.81076e-143 t=325666
hou ji you ren 	后继有人	c=2 d=4.35428e-43 t=325666
hou jin 	後勁	c=1 d=1.14755e-119 t=325666
hou lai 	後來	c=14 d=0.256661 t=325666
hou lai fa xian 	後來發現	c=3 d=1.47758e-111 t=325666
hou long 	喉嚨	c=3 d=0.451582 t=325666
hou man 	後慢	c=1 d=1.60808e-118 t=325666
hou mian 	後面	c=242 d=0.545041 t=325666
hou mian kan xia 	後面看下	c=1 d=1.5544e-101 t=325666
hou mian le 	後面了	c=2 d=4.85433e-116 t=325666
hou mian ye hui 	後面也會	c=1 d=2.86447e-28 t=325666
hou qi 	後期	c=4 d=0.00332928 t=325666
hou ren 	後人	c=1 d=1.07302e-35 t=325666
hou shen 	候審	c=1 d=5.32998e-245 t=325666
hou shi ji fa 	鱟試劑法	c=0 d=1.30583e-52 t=325666
hou ta 	后他	c=1 d=5.03988e-28 t=325666
hou ta si 	後鉈絲	c=1 d=1.60192e-161 t=325666
hou tai 	後台	c=998 d=2.1609 t=325666
hou tai de 	後台的	c=1 d=1.08174e-42 t=325666
hou tai ha 	後台哈	c=3 d=0.0395575 t=325666
hou tai le 	後台了	c=1 d=3.12338e-46 t=325666
hou tai tong xue 	後台同學	c=2 d=1.77677e-27 t=325666
hou tan 	侯潭	c=1 d=1.0617e-116 t=325666
hou tao 	後套	c=1 d=8.41385e-263 t=325666
hou ti 	後體	c=0 d=1.28132e-35 t=325666
hou ti a 	後體啊	c=2 d=1.28774e-34 t=325666
hou tian 	後天	c=12 d=0.565525 t=325666
hou tiao 	後調	c=1 d=4.99755e-17 t=325666
hou tou 	後頭	c=1 d=3.15308e-216 t=325666
hou tui 	後退	c=1 d=1.00587e-10 t=325666
hou xu 	後續	c=166 d=0.278174 t=325666
hou xu ya 	後續牙	c=2 d=2.29256e-143 t=325666
hou xu yao 	後需要	c=2 d=1.50181e-49 t=325666
hou xuan 	侯选	c=1 d=0.0266491 t=325666
hou xuan 	後懸	c=1 d=0.0265162 t=325666
hou yi zheng 	後遺症	c=1 d=1.22595e-220 t=325666
hou zai 	後再	c=1 d=2.09711e-271 t=325666
hou zhe 	後者	c=1 d=1.61198e-264 t=325666
hou zhi 	後置	c=2 d=1.71014e-76 t=325666
hou zhou 	後軸	c=1 d=3.38535e-23 t=325666
hou zhui 	後綴	c=13 d=0.794534 t=325666
hu 	互	c=1 d=4.19999e-236 t=325666
hu 	呼	c=2 d=5.28949e-126 t=325666
hu 	湖	c=0 d=1.22046e-227 t=325666
hu 	胡	c=3 d=2.38968e-43 t=325666
hu bu 	互不	c=1 d=4.49821e-102 t=325666
hu chi 	互斥	c=21 d=1.25233e-08 t=325666
hu chi luo ji 	互斥邏輯	c=1 d=1.24693e-08 t=325666
hu chu 	呼出	c=1 d=5.79927e-179 t=325666
hu die 	蝴蝶	c=1 d=7.42965e-35 t=325666
hu dong 	互動	c=90 d=0.021494 t=325666
hu dong xiao fei 	互動消費	c=1 d=3.65523e-43 t=325666
hu du 	弧度	c=1 d=1.26272e-09 t=325666
hu duo nian 	胡多年	c=1 d=4.009e-71 t=325666
hu er 	虎儿	c=0 d=2.78875e-243 t=325666
hu fu pin 	護膚品	c=1 d=0.0378168 t=325666
hu jia 	胡加	c=1 d=0.600496 t=325666
hu jiao 	呼叫	c=1 d=5.95013e-187 t=325666
hu kou 	戶口	c=1 d=4.44758e-204 t=325666
hu lai he qu 	呼来喝去	c=1 d=1.80929e-152 t=325666
hu lan 	護欄	c=1 d=1.52731e-100 t=325666
hu lian wang 	互聯網	c=2 d=1.99915e-32 t=325666
hu lu 	葫蘆	c=2 d=6.78722e-118 t=325666
hu luan 	胡亂	c=1 d=1.28643e-22 t=325666
hu lve 	忽略	c=42 d=0.50409 t=325666
hu lve le 	忽略了	c=1 d=2.69978e-96 t=325666
hu men 	虎門	c=1 d=0.501576 t=325666
hu mian 	互勉	c=1 d=4.48736e-103 t=325666
hu nong 	糊弄	c=1 d=0.677056 t=325666
hu pu 	虎扑	c=1 d=1.78374e-73 t=325666
hu qi 	呼起	c=15 d=1.34798e-13 t=325666
hu shi 	忽視	c=3 d=8.35385e-32 t=325666
hu shuo 	胡說	c=1 d=6.26366e-56 t=325666
hu si 	胡思	c=1 d=4.53999e-05 t=325666
hu si luan xiang 	胡思乱想	c=1 d=3.48311e-05 t=325666
hu tong 	互通	c=2 d=2.39179e-24 t=325666
hu wai 	戶外	c=1 d=2.69857e-32 t=325666
hu xi 	呼吸	c=2 d=2.35157e-236 t=325666
hu xiang 	互相	c=24 d=1.86564e-13 t=325666
hu xiang bang mang 	互相幫忙	c=1 d=2.29012e-13 t=325666
hu xiang huan 	互相換	c=1 d=2.80241e-35 t=325666
hu yan 	護眼	c=2 d=2.13707e-162 t=325666
hu zhu 	互助	c=1 d=1.42339e-212 t=325666
hua 	化	c=64 d=0.0695993 t=325666
hua 	滑	c=29 d=1.00353e-11 t=325666
hua 	畫	c=11 d=9.48752e-49 t=325666
hua 	花	c=60 d=0.390319 t=325666
hua 	華	c=7 d=5.34696e-09 t=325666
hua 	話	c=232 d=0.0443794 t=325666
hua bu hua suan 	話不划算	c=1 d=2.3537e-41 t=325666
hua cong 	花叢	c=1 d=7.23518e-164 t=325666
hua dong 	滑動	c=66 d=7.69975e-18 t=325666
hua fa 	畫法	c=1 d=1.04422e-09 t=325666
hua fei 	花費	c=1 d=8.25086e-180 t=325666
hua fen 	劃分	c=25 d=0.0274607 t=325666
hua fen le 	劃分了	c=2 d=1.66722e-43 t=325666
hua ge 	花個	c=1 d=1.79483e-234 t=325666
hua hang 	華航	c=0 d=1.22167e-268 t=325666
hua hen 	劃痕	c=1 d=0.927743 t=325666
hua hen da 	花很大	c=1 d=1.23217e-15 t=325666
hua hua 	畫畫	c=2 d=4.48354e-93 t=325666
hua jia 	畫家	c=1 d=3.47555e-97 t=325666
hua jin qu 	滑進去	c=1 d=2.54101e-177 t=325666
hua lai shi 	華萊士	c=1 d=1.71274e-07 t=325666
hua le 	花了	c=8 d=0.620699 t=325666
hua mian 	畫面	c=1 d=2.36568e-130 t=325666
hua nan 	華南	c=4 d=0.941765 t=325666
hua qian 	花錢	c=1 d=6.92343e-234 t=325666
hua qiang bei 	華強北	c=1 d=2.65353e-128 t=325666
hua ru 	劃入	c=1 d=1.38535e-70 t=325666
hua shan hu she shu 	华珊瑚蛇属	c=1 d=3.22764e-285 t=325666
hua shi ai 	花是愛	c=0 d=7.95564e-76 t=325666
hua shi ren 	話石人	c=1 d=9.85729e-214 t=325666
hua shuo 	話說	c=4 d=8.38662e-78 t=325666
hua suan 	划算	c=1 d=0.0982736 t=325666
hua ti 	話題	c=86 d=5.51245e-12 t=325666
hua ti xia 	話題下	c=1 d=1.24193e-49 t=325666
hua ti ye 	話題頁	c=8 d=1.06622e-19 t=325666
hua ti yi 	話題一	c=2 d=9.55153e-20 t=325666
hua tu 	畫圖	c=4 d=5.6106e-09 t=325666
hua wei 	華為	c=5 d=1.93143 t=325666
hua xiang 	畫像	c=6 d=8.47063e-107 t=325666
hua xin 	花心	c=1 d=7.28253e-35 t=325666
hua xue 	滑雪	c=3 d=4.23419e-230 t=325666
hua yang 	花樣	c=2 d=3.89039e-100 t=325666
hua yuan 	花園	c=5 d=7.18586e-164 t=325666
hua zou 	滑走	c=4 d=1.10916e-13 t=325666
huai 	壞	c=4 d=3.31549e-13 t=325666
huai chu 	壞處	c=2 d=4.06336e-75 t=325666
huai jiu 	懷舊	c=1 d=3.08861e-32 t=325666
huai le 	壞了	c=1 d=0.244143 t=325666
huai nian 	懷念	c=2 d=0.375311 t=325666
huai tai 	懷胎	c=2 d=6.62866e-134 t=325666
huai xi guan 	壞習慣	c=1 d=0.377192 t=325666
huai yi 	怀一	c=1 d=3.52331e-228 t=325666
huai yi 	懷疑	c=95 d=0.000365224 t=325666
huai yi guo 	懷疑過	c=1 d=1.06879e-18 t=325666
huai yi shi 	懷疑是	c=2 d=1.499e-27 t=325666
huai yun 	懷孕	c=1 d=8.84094e-81 t=325666
huan 	喚	c=2 d=1.76307e-193 t=325666
huan 	換	c=55 d=0.00145173 t=325666
huan 	環	c=1 d=3.29145e-45 t=325666
huan 	緩	c=5 d=5.07598e-16 t=325666
huan 	還	c=6 d=0.657047 t=325666
huan bao 	換包	c=19 d=1.47052e-66 t=325666
huan cheng 	換成	c=3 d=1.34381e-06 t=325666
huan chong 	緩衝	c=1 d=1.45931e-123 t=325666
huan chun 	环醇	c=1 d=3.7096e-99 t=325666
huan cun 	緩存	c=185 d=0.994969 t=325666
huan cun chi 	緩存池	c=2 d=2.01266e-23 t=325666
huan cun zhi 	緩存值	c=1 d=2.45268e-55 t=325666
huan dao 	換到	c=1 d=4.19451e-15 t=325666
huan de 	換得	c=1 d=2.6403e-128 t=325666
huan fu 	換膚	c=4 d=4.55407e-12 t=325666
huan ge 	換個	c=11 d=1.64177e-24 t=325666
huan hang 	換行	c=95 d=1.36765e-07 t=325666
huan hua 	幻化	c=1 d=3.01236e-32 t=325666
huan huan 	緩緩	c=0 d=9.60074e-52 t=325666
huan hui 	換回	c=2 d=1.96706e-165 t=325666
huan hui 	環回	c=1 d=2.33912e-203 t=325666
huan huo 	換貨	c=1 d=1.50861e-14 t=325666
huan jie 	環節	c=43 d=0.157934 t=325666
huan jie 	緩解	c=1 d=4.68103e-247 t=325666
huan jing 	環境	c=249 d=1.78165 t=325666
huan jing le 	環境了	c=1 d=1.88754e-62 t=325666
huan jing xia 	環境下	c=4 d=1.06086e-48 t=325666
huan jue 	幻覺	c=1 d=6.08372e-66 t=325666
huan kuan 	還款	c=1 d=8.48732e-42 t=325666
huan kuan ji hua 	還款計劃	c=0 d=8.46398e-40 t=325666
huan le 	換了	c=10 d=1.28198e-40 t=325666
huan le 	歡樂	c=1 d=5.54279e-235 t=325666
huan le ge 	換了個	c=1 d=1.76287e-111 t=325666
huan man 	緩慢	c=1 d=2.71423e-100 t=325666
huan ru 	緩入	c=1 d=1.03499e-81 t=325666
huan shang 	換上	c=1 d=2.67408e-13 t=325666
huan song 	歡送	c=2 d=7.10416e-08 t=325666
huan suan 	換算	c=6 d=0.99005 t=325666
huan tou xiang 	換頭像	c=2 d=2.11295e-237 t=325666
huan wo 	幻我	c=1 d=7.14903e-82 t=325666
huan xi 	歡喜	c=1 d=6.6891e-35 t=325666
huan xin 	換新	c=1 d=1 t=325666
huan yan zhi 	換言之	c=1 d=8.40976e-81 t=325666
huan yi 	換異	c=2 d=2.51356e-20 t=325666
huan yi huan 	換異換	c=3 d=1.15845e-233 t=325666
huan yi zhong 	換一種	c=1 d=1.74372e-12 t=325666
huan ying 	歡迎	c=3 d=3.58712e-57 t=325666
huan yuan 	還原	c=115 d=3.38017e-05 t=325666
huan yuan ba 	還原吧	c=1 d=3.54278e-234 t=325666
huang 	慌	c=1 d=2.55358e-235 t=325666
huang 	皇	c=0 d=1.62176e-101 t=325666
huang 	黃	c=8 d=3.92774e-36 t=325666
huang di 	荒地	c=0 d=7.20691e-119 t=325666
huang hang 	黄航	c=1 d=9.3142e-165 t=325666
huang hou 	皇后	c=1 d=0.0376283 t=325666
huang hu 	恍惚	c=1 d=4.53506e-51 t=325666
huang jia ka fei 	皇家咖啡	c=0 d=1.30583e-52 t=325666
huang men ji 	黄焖鸡	c=1 d=5.65572e-237 t=325666
huang se 	黃色	c=1 d=6.88327e-195 t=325666
huang yuan 	黃猿	c=1 d=1.48808e-88 t=325666
hui 	匯	c=4 d=2.25061e-161 t=325666
hui 	回	c=189 d=0.190025 t=325666
hui 	惠	c=18 d=2.16794e-15 t=325666
hui 	慧	c=16 d=1.33115e-09 t=325666
hui 	暉	c=3 d=4.18368e-14 t=325666
hui 	會	c=967 d=4.91973 t=325666
hui 	灰	c=5 d=5.2502e-09 t=325666
hui 	輝	c=22 d=3.24763e-05 t=325666
hui ba 	會把	c=8 d=2.33758e-19 t=325666
hui bao 	回報	c=37 d=0.00524861 t=325666
hui bao 	彙報	c=2 d=1.47882e-242 t=325666
hui bao guang 	會曝光	c=1 d=2.0691e-113 t=325666
hui bei 	會被	c=24 d=0.0383884 t=325666
hui bi 	會比	c=1 d=3.21172e-80 t=325666
hui bian 	彙編	c=3 d=0.000185153 t=325666
hui bian 	會變	c=1 d=7.30914e-166 t=325666
hui bu 	回補	c=0 d=4.2841e-235 t=325666
hui bu hu 	回補胡	c=1 d=4.30558e-234 t=325666
hui bu hui 	會不會	c=62 d=0.000283018 t=325666
hui bu hui you 	會不會有	c=1 d=9.29957e-29 t=325666
hui bu yi hui 	會不一會	c=2 d=2.67345e-69 t=325666
hui chan 	灰产	c=1 d=1.11994e-156 t=325666
hui che 	回車	c=3 d=4.66124e-13 t=325666
hui chen 	灰塵	c=1 d=2.18038e-141 t=325666
hui chu 	匯出	c=1 d=8.24096e-19 t=325666
hui chu 	會出	c=1 d=4.78838e-14 t=325666
hui chu fa 	會觸發	c=1 d=7.15002e-114 t=325666
hui chu xian 	會出現	c=5 d=4.59823e-82 t=325666
hui chuan 	回傳	c=1 d=1.36646e-173 t=325666
hui cun zai 	會存在	c=3 d=3.84738e-175 t=325666
hui da 	回答	c=8 d=1.16803e-62 t=325666
hui dao 	回到	c=14 d=0.288125 t=325666
hui dao le 	回到了	c=2 d=3.93016e-102 t=325666
hui dao zhi 	會導致	c=25 d=1.39165e-35 t=325666
hui de 	回得	c=2 d=1.11518e-106 t=325666
hui de 	會的	c=10 d=5.89006e-09 t=325666
hui diao 	回调	c=28 d=1.03413e-33 t=325666
hui diao 	毀掉	c=1 d=4.2921e-109 t=325666
hui diu shi 	會丟失	c=1 d=0.00390695 t=325666
hui du 	灰度	c=186 d=9.17241e-05 t=325666
hui du bao 	灰度包	c=2 d=1.36943e-81 t=325666
hui du le 	灰度了	c=2 d=1.03382e-83 t=325666
hui du ma 	灰度嘛	c=1 d=5.99028e-31 t=325666
hui du qi 	灰度期	c=1 d=7.81697e-74 t=325666
hui du qi jian 	灰度期間	c=1 d=8.29893e-72 t=325666
hui du qian 	灰度前	c=2 d=9.48812e-118 t=325666
hui du zhong 	灰度中	c=1 d=7.92052e-23 t=325666
hui dui 	會對	c=3 d=3.73936e-46 t=325666
hui dui ni 	會對你	c=1 d=6.61717e-143 t=325666
hui fang 	回放	c=6 d=4.28575e-20 t=325666
hui feng 	匯豐	c=2 d=3.54135e-13 t=325666
hui fu 	回覆	c=278 d=0.666112 t=325666
hui fu 	恢復	c=28 d=0.878095 t=325666
hui fu xia 	回覆下	c=1 d=4.33274e-161 t=325666
hui guai 	會怪	c=1 d=2.66159e-193 t=325666
hui gui 	回歸	c=318 d=0.831104 t=325666
hui gui le 	回歸了	c=1 d=5.22e-235 t=325666
hui gui xia 	回歸下	c=4 d=1.07484e-31 t=325666
hui gun 	回滾	c=6 d=3.71384e-51 t=325666
hui he 	回合	c=1 d=8.87712e-129 t=325666
hui hou 	會後	c=2 d=6.69396e-24 t=325666
hui hua 	會話	c=3 d=0.15259 t=325666
hui hui 	回回	c=1 d=7.15025e-84 t=325666
hui hui 	慧慧	c=20 d=0.00089256 t=325666
hui huo 	回火	c=1 d=2.88579e-27 t=325666
hui ji ji 	會積極	c=1 d=5.6767e-163 t=325666
hui jia 	回家	c=14 d=0.625003 t=325666
hui jia de 	回家的	c=1 d=3.45447e-143 t=325666
hui jian 	會見	c=1 d=1.60955e-70 t=325666
hui jiang 	會將	c=2 d=6.61465e-21 t=325666
hui jie shou 	會接受	c=1 d=3.11319e-37 t=325666
hui jing 	汇景	c=0 d=0.0138761 t=325666
hui jing hao yuan 	汇景豪苑	c=1 d=0.139456 t=325666
hui jue 	回絕	c=1 d=1.59952e-114 t=325666
hui lai 	回來	c=82 d=1.02273 t=325666
hui lai de shi hou 	回來的時候	c=1 d=7.37208e-208 t=325666
hui lai hou 	回來后	c=1 d=3.62209e-171 t=325666
hui lai le 	回來了	c=2 d=1.42638e-31 t=325666
hui lao jia 	回老家	c=1 d=1.04906e-34 t=325666
hui le 	回了	c=3 d=5.85451e-26 t=325666
hui lv 	匯率	c=1 d=4.55289e-244 t=325666
hui o 	會哦	c=1 d=2.08684e-37 t=325666
hui pao 	會跑	c=1 d=1.67554e-219 t=325666
hui qiang zhi 	會強制	c=1 d=5.0681e-123 t=325666
hui qu 	回去	c=51 d=0.121845 t=325666
hui qu 	會去	c=6 d=1.52746e-13 t=325666
hui qu le 	回去了	c=1 d=0.25538 t=325666
hui se 	灰色	c=6 d=4.87084e-09 t=325666
hui shang 	會上	c=1 d=8.15453e-42 t=325666
hui shi 	回事	c=2 d=8.64617e-113 t=325666
hui shi 	會是	c=8 d=0.574072 t=325666
hui shi sha 	會是啥	c=1 d=2.32928e-271 t=325666
hui shi yong 	會使用	c=1 d=1.50509e-104 t=325666
hui shou 	回收	c=28 d=0.0385808 t=325666
hui shuo 	會說	c=0 d=3.58785e-31 t=325666
hui si 	會斯	c=2 d=1.56794e-56 t=325666
hui si 	會死	c=1 d=2.09444e-21 t=325666
hui su 	回溯	c=19 d=0.00337959 t=325666
hui tai 	回臺	c=2 d=9.24374e-17 t=325666
hui tan 	回彈	c=4 d=6.66026e-43 t=325666
hui tou 	回头	c=3 d=7.99987e-52 t=325666
hui tu 	秽土	c=0 d=6.79371e-189 t=325666
hui tu zhuan sheng 	秽土轉生	c=1 d=6.82777e-188 t=325666
hui tui 	回退	c=9 d=8.24376e-23 t=325666
hui wei 	回味	c=1 d=5.74468e-156 t=325666
hui wen 	會問	c=1 d=2.85807e-178 t=325666
hui xia fa 	會下發	c=3 d=3.56293e-95 t=325666
hui xiao 	回校	c=1 d=3.03574e-211 t=325666
hui xiu 	惠秀	c=1 d=1.13934e-64 t=325666
hui yi 	回憶	c=3 d=8.52434e-05 t=325666
hui yi 	會議	c=67 d=0.121317 t=325666
hui yi shang 	會議上	c=2 d=3.55347e-05 t=325666
hui yi shi 	會議室	c=3 d=2.06179e-42 t=325666
hui yi zhi 	回一致	c=1 d=2.95273e-179 t=325666
hui yin 	回音	c=2 d=1.29053e-265 t=325666
hui ying 	回應	c=2 d=7.12016e-05 t=325666
hui ying xiang 	會影響	c=1 d=5.88906e-07 t=325666
hui yong dao 	會永道	c=1 d=3.89851e-242 t=325666
hui you 	會有	c=128 d=0.571209 t=325666
hui you ge 	會有哥	c=1 d=1.72112e-270 t=325666
hui you wen ti 	會有問題	c=1 d=3.29313e-51 t=325666
hui you yi ge 	會有一個	c=1 d=3.66223e-183 t=325666
hui you yi xie 	會有一些	c=1 d=1.36864e-133 t=325666
hui yuan 	會員	c=33 d=1.6544e-11 t=325666
hui zai 	會在	c=18 d=0.0689344 t=325666
hui ze 	會澤	c=0 d=2.05822e-52 t=325666
hui ze li 	會澤力	c=1 d=2.06853e-51 t=325666
hui zen me 	回怎麼	c=2 d=9.09101e-115 t=325666
hui zhan shi 	會展示	c=3 d=3.67242e-10 t=325666
hui zhang 	徽章	c=1 d=9.67525e-230 t=325666
hui zhi 	繪制	c=8 d=0.0178323 t=325666
hui zong 	彙總	c=31 d=1.27903e-20 t=325666
hui zou 	會走	c=1 d=1.85888e-176 t=325666
hui zuo 	會做	c=1 d=3.89462e-54 t=325666
hun 	婚	c=1 d=4.65844e-102 t=325666
hun 	混	c=14 d=1.52694e-09 t=325666
hun bian 	混編	c=8 d=4.47531e-05 t=325666
hun cun 	混村	c=1 d=4.85449e-87 t=325666
hun dong 	混动	c=1 d=1.39877e-242 t=325666
hun dun 	混沌	c=2 d=9.66263e-09 t=325666
hun he 	混合	c=1 d=2.99063e-182 t=325666
hun he jing kuang 	混合精礦	c=0 d=8.46398e-40 t=325666
hun li 	婚禮	c=1 d=1.79695e-101 t=325666
hun luan 	混亂	c=20 d=0.135335 t=325666
hun luan le 	混亂了	c=4 d=9.80866e-10 t=325666
hun luan le ba 	混亂了吧	c=1 d=9.85783e-09 t=325666
hun mi 	昏迷	c=1 d=3.36072e-231 t=325666
hun ning tu 	混凝土	c=1 d=2.83974e-73 t=325666
hun pai 	混排	c=7 d=0.331211 t=325666
hun shui mo yu 	混水摸魚	c=1 d=6.30491e-45 t=325666
hun xiao 	混淆	c=2 d=0.00423234 t=325666
hun yin 	婚姻	c=1 d=0.631283 t=325666
hun yong 	混用	c=3 d=7.6377e-07 t=325666
hun yuan 	混元	c=5 d=8.74921e-66 t=325666
hun za 	混雜	c=1 d=9.08637e-109 t=325666
hun zai 	混在	c=1 d=8.61825e-75 t=325666
huo 	嚯	c=1 d=4.30729e-33 t=325666
huo 	或	c=36 d=0.00327581 t=325666
huo 	活	c=14 d=1.0788e-10 t=325666
huo 	火	c=2 d=2.89553e-96 t=325666
huo 	貨	c=5 d=1.46752e-42 t=325666
huo ban 	夥伴	c=12 d=0.00185476 t=325666
huo de 	獲得	c=29 d=0.587052 t=325666
huo dong 	活動	c=75 d=2.07575e-07 t=325666
huo dong ye 	活動頁	c=1 d=4.00699e-212 t=325666
huo guo 	火鍋	c=2 d=0.00120052 t=325666
huo hu 	或湖	c=1 d=2.38701e-118 t=325666
huo hu 	火湖	c=2 d=4.8834e-118 t=325666
huo hu 	火狐	c=10 d=0.980199 t=325666
huo hu cha jian 	火狐插件	c=1 d=9.61195e-241 t=325666
huo hu liu lan qi 	火狐瀏覽器	c=1 d=0.96079 t=325666
huo ji 	夥計	c=1 d=7.76211e-50 t=325666
huo jian 	火箭	c=16 d=0.119422 t=325666
huo jiang 	獲獎	c=1 d=6.4562e-118 t=325666
huo le 	活了	c=1 d=1.81502e-101 t=325666
huo li 	活力	c=1 d=2.93401e-163 t=325666
huo luo 	活絡	c=1 d=1.00219e-202 t=325666
huo luo you 	活絡油	c=1 d=1.07047e-07 t=325666
huo po 	活潑	c=1 d=2.91736e-08 t=325666
huo qu 	獲取	c=211 d=0.489193 t=325666
huo qu bu dao 	獲取不到	c=1 d=2.50878e-27 t=325666
huo qu dao 	獲取到	c=14 d=0.00197386 t=325666
huo qu dao de 	獲取到的	c=1 d=5.64642e-12 t=325666
huo qu de 	或去的	c=1 d=1.55403e-10 t=325666
huo sheng 	獲勝	c=1 d=2.92482e-38 t=325666
huo shui 	活水	c=2 d=1.20962e-33 t=325666
huo su 	火速	c=1 d=1.74313e-08 t=325666
huo wu 	貨物	c=2 d=9.39162e-130 t=325666
huo xin 	火心	c=1 d=3.60636e-208 t=325666
huo xing 	火星	c=2 d=6.19223e-208 t=325666
huo yan 	火焰	c=3 d=0.00445234 t=325666
huo yan tu 	火焰圖	c=3 d=4.74557e-26 t=325666
huo yao 	火藥	c=1 d=3.8974e-33 t=325666
huo yue 	或曰	c=0 d=7.41881e-107 t=325666
huo yue 	活躍	c=6 d=7.49338e-106 t=325666
huo zang chang 	火葬場	c=1 d=8.11617e-251 t=325666
huo ze 	或則	c=1 d=2.08464e-54 t=325666
huo zhe 	或者	c=341 d=0.254484 t=325666
huo zhe 	活着	c=8 d=2.27212e-93 t=325666
huo zhe min 	霍哲民	c=1 d=8.59844e-283 t=325666
huo zhe ni 	或者你	c=1 d=1.7743e-40 t=325666
huo zhe shi 	或者是	c=2 d=3.16111e-99 t=325666
huo zhe shuo 	或者說	c=5 d=8.27891e-73 t=325666
huo zhe zhe ge 	或者這個	c=1 d=9.26182e-275 t=325666
ji 	即	c=29 d=1.94374 t=325666
ji 	及	c=302 d=1.38735 t=325666
ji 	吉	c=2 d=2.21897e-24 t=325666
ji 	基	c=5 d=2.85932e-95 t=325666
ji 	寄	c=12 d=1.68077e-50 t=325666
ji 	己	c=3 d=8.66053e-15 t=325666
ji 	幾	c=11 d=4.89525e-09 t=325666
ji 	急	c=26 d=2.62702e-10 t=325666
ji 	既	c=1 d=0.826959 t=325666
