# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	112144
#@/user_id	MacBook
a 	啊	c=165 d=0.114078 t=112144
fang dong 	房東	c=1 d=0.236928 t=112144
fang fa 	方法	c=93 d=0.000220227 t=112144
fang fang liang 	放放量	c=1 d=2.95975e-60 t=112144
fang jia 	放假	c=7 d=9.30348e-34 t=112144
fang jia le 	放假了	c=1 d=2.52549e-105 t=112144
fang jian 	房間	c=1 d=1.96317e-84 t=112144
fang jian le 	房間了	c=1 d=1.97301e-83 t=112144
fang kai 	放開	c=15 d=5.06872e-25 t=112144
fang ke 	訪客	c=2 d=2.1369e-110 t=112144
fang kuai 	方塊	c=1 d=8.75296e-81 t=112144
fang le 	放了	c=1 d=5.6819e-115 t=112144
fang lian 	方濂	c=7 d=1.75224e-128 t=112144
fang liang 	放量	c=21 d=2.02305e-54 t=112144
fang liang de 	放量的	c=1 d=1.92665e-68 t=112144
fang liang gui ze 	放量規則	c=1 d=1.96558e-68 t=112144
fang mian 	方面	c=2 d=2.20656e-105 t=112144
fang qi 	放棄	c=2 d=8.83585e-133 t=112144
fang shang qu 	放上去	c=1 d=1.72017e-146 t=112144
fang shi 	方式	c=44 d=0.831628 t=112144
fang suo 	放縮	c=1 d=7.35525e-93 t=112144
fang wen 	訪問	c=11 d=1.71182e-30 t=112144
fang xia 	放下	c=2 d=3.31605e-15 t=112144
fang xia 	方夏	c=1 d=2.08918e-109 t=112144
fang xiang 	方向	c=3 d=2.04143e-131 t=112144
fang xin 	放心	c=1 d=9.28986e-193 t=112144
fang xin 	方新	c=0 d=9.19742e-194 t=112144
fang zai 	放在	c=20 d=1.64246e-14 t=112144
fang zai tong 	放在同	c=1 d=9.02626e-31 t=112144
fang zhi 	防止	c=3 d=6.74806e-50 t=112144
fang zi 	房子	c=8 d=1.67986e-73 t=112144
fang zu 	房租	c=3 d=2.43807e-35 t=112144
fei 	費	c=1 d=1.36753e-241 t=112144
fei 	非	c=35 d=3.75503e-07 t=112144
fei 	飛	c=2 d=3.811e-34 t=112144
fei ban ben 	非版本	c=1 d=3.16303e-18 t=112144
fei biao zhun 	非標準	c=4 d=4.1887e-175 t=112144
fei bo na qi 	斐波纳契	c=1 d=9.93087e-37 t=112144
fei chang 	非常	c=16 d=9.25476e-31 t=112144
fei chang hen da 	非常很大	c=1 d=3.33476e-228 t=112144
fei fa 	非法	c=1 d=1.31369e-239 t=112144
fei hong dian 	非紅點	c=1 d=1.93502e-207 t=112144
fei jie he 	肺結核	c=1 d=5.05674e-126 t=112144
fei qi 	廢棄	c=1 d=3.80067e-149 t=112144
fei zhi 	廢紙	c=1 d=1.01188e-80 t=112144
fei zi ding yi 	非自定義	c=1 d=8.0122e-217 t=112144
fen 	份	c=51 d=1.10317e-29 t=112144
fen 	分	c=50 d=5.25459e-05 t=112144
fen ban ben 	分版本	c=7 d=5.02585e-54 t=112144
fen bi 	分比	c=1 d=2.47632e-109 t=112144
fen bian 	分辨	c=1 d=2.58211e-13 t=112144
fen bian lv 	分辨率	c=2 d=5.39128e-13 t=112144
fen biao 	分俵	c=1 d=3.71565e-30 t=112144
fen bie 	分別	c=10 d=0.0518189 t=112144
fen bie shi 	分别识	c=1 d=1.55335e-93 t=112144
fen bu 	分布	c=10 d=8.76009e-109 t=112144
fen bu qing 	分不清	c=1 d=3.4093e-194 t=112144
fen bu shi 	分布式	c=1 d=2.33284e-142 t=112144
fen chang jing 	分場景	c=2 d=6.97962e-132 t=112144
fen duan 	分段	c=5 d=9.25559e-52 t=112144
fen ge 	分割	c=4 d=8.55549e-136 t=112144
fen ge 	分隔	c=1 d=1.12216e-238 t=112144
fen ge fu 	分隔符	c=1 d=2.02e-07 t=112144
fen gong 	分工	c=1 d=5.8464e-186 t=112144
fen jie kuang hu 	分解礦糊	c=0 d=1.30583e-52 t=112144
fen ju 	分居	c=1 d=6.9069e-59 t=112144
fen kai 	分開	c=4 d=1.84563e-57 t=112144
fen le 	分了	c=1 d=2.70418e-27 t=112144
fen lei 	分類	c=24 d=2.11261e-05 t=112144
fen liu 	分流	c=81 d=0.000539429 t=112144
fen pei 	分配	c=26 d=1.65888e-53 t=112144
fen qing 	憤青	c=1 d=6.22314e-156 t=112144
fen qu 	分區	c=5 d=5.25398e-135 t=112144
fen qu de 	分區的	c=1 d=7.51053e-221 t=112144
fen shen jian kou 	分身减口	c=0 d=8.28033e-76 t=112144
fen shu 	分數	c=1 d=8.60973e-34 t=112144
fen si 	粉絲	c=5 d=4.69849e-130 t=112144
fen wei 	分爲	c=2 d=3.12979e-217 t=112144
fen wei 	氛圍	c=3 d=3.36262e-32 t=112144
fen xi 	分析	c=175 d=0.00543444 t=112144
fen xi le 	分析了	c=1 d=4.0116e-108 t=112144
fen xian 	分線	c=1 d=3.65576e-221 t=112144
fen xiang 	分享	c=87 d=1.09738e-05 t=112144
fen xiang an niu 	分享按扭	c=1 d=1.15376e-65 t=112144
fen xiang chu qu 	分享出去	c=1 d=6.9827e-11 t=112144
fen xiang mian ban 	分享面板	c=8 d=1.10841e-05 t=112144
fen xiang xia 	分享下	c=3 d=4.03247e-74 t=112144
fen xin 	分信	c=1 d=4.38821e-193 t=112144
fen zhi 	分支	c=66 d=3.54516 t=112144
fen zhi de 	分支的	c=1 d=4.4813e-234 t=112144
fen zhi shang 	分支上	c=1 d=0.408608 t=112144
fen zhong 	分鐘	c=44 d=1.37189e-14 t=112144
fen zu 	分組	c=28 d=1.01771e-30 t=112144
feng 	封	c=1 d=4.59034e-164 t=112144
feng 	峯	c=2 d=1.69772e-21 t=112144
feng 	瘋	c=1 d=6.40871e-90 t=112144
feng 	風	c=1 d=1.19382e-231 t=112144
feng 	馮	c=2 d=6.96236e-153 t=112144
feng 	鳳	c=2 d=3.02801e-239 t=112144
feng bao 	風暴	c=1 d=5.36721e-33 t=112144
feng bi 	封閉	c=1 d=1.6915e-66 t=112144
feng chu 	鳳雛	c=1 d=3.7593e-226 t=112144
feng fan 	風範	c=1 d=2.91878e-190 t=112144
feng ge 	風格	c=8 d=2.58123e-09 t=112144
feng huang 	鳳凰	c=1 d=1.28479e-242 t=112144
feng kuang 	瘋狂	c=8 d=2.31196e-07 t=112144
feng le 	瘋了	c=1 d=4.6939e-103 t=112144
feng mian 	封面	c=7 d=4.12911e-36 t=112144
feng mian tu 	封面圖	c=1 d=5.33085e-100 t=112144
feng shen bang 	封神榜	c=2 d=1.01082e-207 t=112144
feng suo 	封鎖	c=1 d=7.10272e-35 t=112144
feng xian 	風險	c=17 d=4.70491e-13 t=112144
feng xiang 	風向	c=2 d=6.12234e-111 t=112144
feng zhuang 	封裝	c=2 d=4.39701e-99 t=112144
fou 	否	c=7 d=7.38454e-22 t=112144
fou shi 	否是	c=1 d=4.46649e-107 t=112144
fou zai 	否在	c=1 d=6.58823e-209 t=112144
fou ze 	否則	c=6 d=2.24349e-65 t=112144
fu 	副	c=2 d=3.38434e-137 t=112144
fu 	富	c=5 d=8.01674e-18 t=112144
fu 	福	c=2 d=3.32519e-10 t=112144
fu 	負	c=2 d=1.36083e-07 t=112144
fu 	附	c=1 d=1.96192e-193 t=112144
fu ben 	副本	c=2 d=2.54508e-217 t=112144
fu ceng 	浮層	c=56 d=3.00455e-18 t=112144
fu dai 	附帶	c=1 d=1.79165e-125 t=112144
fu dan 	負擔	c=1 d=0.0113902 t=112144
fu dian shu 	浮點數	c=1 d=5.96364e-08 t=112144
fu fa 	復發	c=1 d=3.07837e-228 t=112144
fu fan kui 	負反饋	c=5 d=5.69878e-05 t=112144
fu gai 	覆蓋	c=22 d=2.60265e-18 t=112144
fu gai le 	覆蓋了	c=2 d=2.81502e-29 t=112144
fu gai yi xia 	覆蓋一下	c=1 d=9.41254e-24 t=112144
fu ge 	福哥	c=1 d=1.85534e-183 t=112144
fu gui 	富貴	c=1 d=1.4595e-07 t=112144
fu hao 	妇好	c=1 d=1.05991e-243 t=112144
fu hao 	富豪	c=1 d=2.32483e-131 t=112144
fu hao 	符號	c=14 d=3.73236e-24 t=112144
fu hao biao 	符號表	c=2 d=1.81447e-215 t=112144
fu he 	符合	c=21 d=3.74629e-09 t=112144
fu he kong jian 	復合控件	c=0 d=1.30583e-52 t=112144
fu huo 	復活	c=1 d=9.01244e-13 t=112144
fu jia 	附加	c=1 d=0.215456 t=112144
fu jian 	附件	c=2 d=2.01452e-122 t=112144
fu lei 	父類	c=8 d=4.73594e-149 t=112144
fu li 	福利	c=6 d=1.1409e-27 t=112144
fu lu shou 	福祿壽	c=2 d=4.07919e-51 t=112144
fu mian 	负面	c=1 d=1.09239e-69 t=112144
fu mu 	父母	c=1 d=9.40491e-132 t=112144
fu qin 	父親	c=1 d=4.50741e-126 t=112144
fu ren 	夫人	c=3 d=0.263158 t=112144
fu wen ben 	富文本	c=28 d=1.24561e-25 t=112144
fu wu 	服務	c=23 d=7.57715e-31 t=112144
fu wu hao 	服務好	c=3 d=2.66806e-38 t=112144
fu wu qi 	服務器	c=25 d=6.59406e-30 t=112144
fu wu qiu 	服務球	c=1 d=1.12525e-241 t=112144
fu xian 	复显	c=10 d=2.61166e-24 t=112144
fu xian 	浮現	c=1 d=7.41046e-34 t=112144
fu yong 	復用	c=30 d=9.44811e-12 t=112144
fu yong le 	復用了	c=1 d=1.48435e-176 t=112144
fu za 	複雜	c=1 d=6.40196e-107 t=112144
fu za du 	複雜度	c=1 d=7.80501e-56 t=112144
fu ze 	負責	c=22 d=2.05052e-08 t=112144
fu ze ren 	負責人	c=6 d=3.83142e-38 t=112144
fu zhi 	複製	c=39 d=6.21964e-16 t=112144
fu zhi 	賦值	c=5 d=2.93489e-49 t=112144
fu zhi dao 	複製到	c=1 d=1.16256e-213 t=112144
fu zhi yi xia 	複製一下	c=1 d=1.0568e-91 t=112144
fu zhu 	輔助	c=4 d=6.91877e-16 t=112144
fu zhu 	附註	c=1 d=7.57157e-228 t=112144
fu zhuang 	服裝	c=1 d=0.265803 t=112144
fu zi 	父子	c=1 d=7.56169e-07 t=112144
ga 	噶	c=1 d=6.69322e-101 t=112144
ga ga 	嘎嘎	c=0 d=6.96163e-94 t=112144
gai 	改	c=83 d=1.85107e-08 t=112144
gai 	蓋	c=5 d=1.03844e-32 t=112144
gai 	該	c=33 d=1.74271e-06 t=112144
gai bian 	改變	c=4 d=0.895834 t=112144
gai bu fen 	改部分	c=2 d=1.72549e-06 t=112144
gai cheng 	改成	c=18 d=5.29424e-10 t=112144
gai cheng le 	改成了	c=4 d=5.16459e-99 t=112144
gai dai ma 	改代碼	c=1 d=3.88998e-40 t=112144
gai de 	改的	c=7 d=5.65608e-134 t=112144
gai dong 	改動	c=65 d=3.36567e-09 t=112144
gai er ren 	盖尔人	c=1 d=1.37457e-125 t=112144
gai gai 	改改	c=2 d=1.08189e-73 t=112144
gai ge 	改革	c=1 d=3.33257e-44 t=112144
gai guo 	改過	c=1 d=2.76259e-190 t=112144
gai guo lai 	改過來	c=1 d=1.16755e-234 t=112144
gai hao 	改好	c=0 d=2.64128e-104 t=112144
gai hao le 	改好了	c=1 d=2.65453e-103 t=112144
gai hua 	鈣化	c=1 d=3.15232e-125 t=112144
gai jin 	改進	c=2 d=9.11542e-29 t=112144
gai jing 	該精	c=1 d=7.11603e-57 t=112144
gai le 	改了	c=35 d=1.72119e-05 t=112144
gai lv 	概率	c=4 d=6.10154e-71 t=112144
gai ming 	改名	c=2 d=2.0623e-218 t=112144
gai nian 	概念	c=10 d=7.19537e-16 t=112144
gai qi lai 	改起來	c=1 d=2.24363e-07 t=112144
gai shan 	改善	c=2 d=2.74869e-237 t=112144
gai shu xing 	改屬性	c=1 d=5.71987e-17 t=112144
gai tian 	改天	c=1 d=4.46075e-180 t=112144
gai wan 	改完	c=4 d=9.13531e-84 t=112144
gai wei 	改爲	c=1 d=1.6711e-129 t=112144
gai wei du 	該維度	c=1 d=5.21923e-57 t=112144
gai xia 	改下	c=17 d=2.29208e-23 t=112144
gai xian 	該縣	c=1 d=6.60838e-98 t=112144
gai yi ci 	改一次	c=1 d=1.33617e-174 t=112144
gai yi hang 	改一行	c=1 d=1.30949e-172 t=112144
gai yi xia 	改一下	c=2 d=7.2771e-85 t=112144
gai yong 	改用	c=1 d=8.44958e-19 t=112144
gai zao 	改造	c=16 d=6.18065e-39 t=112144
gan 	幹	c=17 d=9.83836e-17 t=112144
gan 	感	c=11 d=1.0653e-13 t=112144
gan 	淦	c=2 d=1.12012e-11 t=112144
gan 	肝	c=4 d=1.2315e-124 t=112144
gan 	趕	c=5 d=9.84077e-18 t=112144
gan ai 	肝癌	c=1 d=1.33667e-149 t=112144
gan dao 	感到	c=2 d=1.03373e-96 t=112144
gan diao 	幹掉	c=2 d=1.49487e-24 t=112144
gan dong 	感動	c=13 d=2.85309e-40 t=112144
gan ga 	尷尬	c=1 d=2.00945e-63 t=112144
gan hao 	幹好	c=1 d=1.20134e-11 t=112144
gan huo 	幹活	c=3 d=5.32126e-167 t=112144
gan jin 	趕緊	c=4 d=5.83311e-218 t=112144
gan jue 	感覺	c=92 d=0.0117119 t=112144
gan jue bi jiao 	感覺比較	c=1 d=1.47734e-91 t=112144
gan lan 	橄榄	c=1 d=1.46702e-38 t=112144
gan ma 	幹嘛	c=1 d=8.27777e-42 t=112144
gan mao 	感冒	c=2 d=6.24497e-109 t=112144
gan qing 	感情	c=2 d=2.2182e-117 t=112144
gan rao 	干擾	c=2 d=1.34735e-125 t=112144
gan sha 	幹啥	c=1 d=7.80608e-87 t=112144
gan shen 	肝腎	c=1 d=1.31677e-149 t=112144
gan shen me 	幹什麼	c=2 d=3.03529e-33 t=112144
gan shou 	感受	c=1 d=1.54409e-199 t=112144
gan si 	乾死	c=1 d=2.76627e-235 t=112144
gan te 	甘特	c=1 d=3.42348e-184 t=112144
gan xie 	感謝	c=54 d=0.000539779 t=112144
gan xing qu 	感興趣	c=1 d=1.50956e-227 t=112144
gang 	剛	c=77 d=0.143704 t=112144
gang 	港	c=1 d=1.40216e-241 t=112144
gang bi 	港幣	c=1 d=4.53019e-244 t=112144
gang cai 	剛纔	c=74 d=0.188494 t=112144
gang cong 	剛從	c=1 d=2.25644e-162 t=112144
gang dian 	剛點	c=1 d=6.46437e-221 t=112144
gang gang 	剛剛	c=5 d=1.29707e-111 t=112144
gang hao 	剛好	c=19 d=1.65981e-20 t=112144
gang jin 	剛進	c=0 d=2.92177e-203 t=112144
gang jin lai 	剛進來	c=1 d=2.93642e-202 t=112144
gang kai fa 	剛開發	c=1 d=2.36494e-97 t=112144
gang kai shi 	剛開始	c=1 d=5.10789e-68 t=112144
gang wei 	崗位	c=1 d=4.10183e-105 t=112144
gang zai 	剛在	c=1 d=5.46283e-123 t=112144
gang zhun bei 	剛準備	c=1 d=5.94064e-227 t=112144
gao 	搞	c=88 d=0.0478349 t=112144
gao 	高	c=37 d=5.60589e-13 t=112144
gao bu ding 	搞不定	c=1 d=3.38747e-236 t=112144
gao bu liao 	搞不了	c=2 d=7.12285e-127 t=112144
gao chu 	搞出	c=1 d=3.66859e-174 t=112144
gao cuo 	搞錯	c=2 d=4.00724e-154 t=112144
gao de 	搞得	c=6 d=1.33893e-22 t=112144
gao de gui 	搞的鬼	c=1 d=1.83388e-105 t=112144
gao ding 	搞定	c=1 d=4.16919e-32 t=112144
gao ding le 	搞定了	c=3 d=3.43592e-21 t=112144
gao dong 	搞懂	c=1 d=8.68598e-167 t=112144
gao du 	高度	c=16 d=1.41507e-47 t=112144
gao er fen 	搞二酚	c=1 d=6.04352e-135 t=112144
gao fa 	高發	c=4 d=2.54654e-165 t=112144
gao ge 	搞個	c=5 d=8.57408e-44 t=112144
gao kao 	高考	c=1 d=8.08112e-112 t=112144
gao le 	搞了	c=6 d=1.4556e-19 t=112144
gao le xia 	搞了下	c=1 d=1.76101e-128 t=112144
gao liang 	高亮	c=66 d=3.10525e-07 t=112144
gao liang 	高梁	c=1 d=8.25507e-186 t=112144
gao liang shi 	高亮時	c=1 d=7.91142e-127 t=112144
gao luan 	搞亂	c=1 d=2.74738e-37 t=112144
gao ne 	高呢	c=1 d=1.65109e-105 t=112144
gao neng 	高能	c=1 d=1.591e-110 t=112144
gao qing 	高清	c=1 d=4.08095e-45 t=112144
gao sheng 	高升	c=1 d=2.07572e-33 t=112144
gao su 	告訴	c=6 d=2.02557e-10 t=112144
gao tie 	高鐵	c=2 d=2.18951e-102 t=112144
gao wan 	搞完	c=2 d=7.04934e-152 t=112144
gao xia 	高夏	c=1 d=3.62198e-200 t=112144
gao xiao 	搞笑	c=9 d=2.41243e-95 t=112144
gao xiao 	高效	c=3 d=2.86956e-137 t=112144
gao yi ge 	搞一個	c=1 d=5.76128e-43 t=112144
gao zhao 	高照	c=1 d=3.397e-34 t=112144
gao zhe 	搞這	c=2 d=3.483e-34 t=112144
gao zhi 	告知	c=2 d=1.33357e-63 t=112144
gao zhong 	高中	c=1 d=2.91016e-214 t=112144
gao zhou 	高州	c=1 d=4.1398e-37 t=112144
ge 	個	c=261 d=0.190708 t=112144
ge 	割	c=4 d=6.99399e-118 t=112144
ge 	各	c=27 d=6.16956e-25 t=112144
ge 	哥	c=252 d=0.654736 t=112144
ge 	格	c=1 d=3.62182e-82 t=112144
ge 	隔	c=3 d=1.13177e-15 t=112144
ge an 	個案	c=0 d=1.08213e-194 t=112144
ge chu 	各處	c=1 d=2.13038e-74 t=112144
ge ci 	歌詞	c=5 d=2.47051e-15 t=112144
ge fang 	各方	c=2 d=1.05554e-157 t=112144
ge fang mian 	各方面	c=1 d=2.13067e-105 t=112144
ge ge 	各個	c=13 d=1.37182e-70 t=112144
ge ge 	哥哥	c=5 d=4.3252e-23 t=112144
ge ge guo jia 	各個國家	c=0 d=0.0995012 t=112144
ge ge guo jia you ge ge guo jia de 	各個國家有各個國家的	c=1 d=1 t=112144
ge jie duan 	個階段	c=1 d=4.50237e-201 t=112144
ge li 	隔離	c=1 d=3.35202e-83 t=112144
ge mang 	個忙	c=1 d=2.18572e-111 t=112144
ge men 	哥們	c=9 d=3.19417e-33 t=112144
ge qu 	歌曲	c=4 d=2.59754e-83 t=112144
ge ren 	個人	c=131 d=1.6061e-09 t=112144
ge ren bu 	個人步	c=1 d=1.49148e-203 t=112144
ge ren zhu ye 	個人主頁	c=32 d=1.86437e-05 t=112144
ge ru 	各如	c=1 d=3.2409e-10 t=112144
ge shi 	格式	c=26 d=2.02776e-08 t=112144
ge shi hua 	格式化	c=13 d=3.03581e-35 t=112144
ge shi yan 	個實驗	c=1 d=1.31847e-76 t=112144
ge shou 	歌手	c=1 d=5.68015e-82 t=112144
ge shu 	個數	c=2 d=1.02417e-75 t=112144
ge shui 	個稅	c=1 d=3.81165e-36 t=112144
ge sui 	個碎	c=1 d=4.45071e-36 t=112144
ge wei 	各位	c=2 d=0.000115066 t=112144
ge wen ti 	個問題	c=1 d=1.68123e-112 t=112144
ge xiang 	各項	c=1 d=7.2165e-163 t=112144
ge yi ge 	各一個	c=1 d=3.92819e-243 t=112144
ge yue 	個月	c=3 d=1.15632e-91 t=112144
ge zhong 	各種	c=31 d=0.00504186 t=112144
ge zi 	格子	c=4 d=1.01074e-08 t=112144
gei 	給	c=159 d=8.2417e-06 t=112144
gei chu 	給出	c=20 d=0.0056687 t=112144
gei da jia 	給大家	c=1 d=8.4178e-151 t=112144
gei dao 	給到	c=9 d=0.0110251 t=112144
gei de 	給的	c=1 d=5.09921e-48 t=112144
gei duo 	給多	c=1 d=1.79361e-226 t=112144
gei ge 	給個	c=10 d=3.7311e-20 t=112144
gei hao de 	給好的	c=1 d=1.61538e-230 t=112144
gei hu 	給胡	c=1 d=9.19138e-09 t=112144
gei le 	給了	c=2 d=1.17884e-112 t=112144
gei li 	給力	c=1 d=3.82856e-88 t=112144
gei ni 	給你	c=12 d=1.19266e-22 t=112144
gei qian 	給錢	c=1 d=3.91763e-182 t=112144
gei ren 	給人	c=2 d=9.98648e-132 t=112144
gei ta 	給他	c=1 d=1.85642e-131 t=112144
gei ta 	給她	c=1 d=4.83223e-33 t=112144
gei wo 	給我	c=43 d=0.072299 t=112144
gei wo men 	給我們	c=1 d=3.05833e-210 t=112144
gei xia 	給下	c=17 d=0.0140024 t=112144
gei yi fen 	給一份	c=1 d=1.47207e-49 t=112144
gei yi xia 	給一下	c=1 d=3.27716e-82 t=112144
gen 	根	c=1 d=1.21466e-170 t=112144
gen 	跟	c=102 d=4.00725e-07 t=112144
gen ben 	根本	c=3 d=1.80106e-69 t=112144
gen bie ren 	跟別人	c=1 d=4.66206e-23 t=112144
gen duo 	跟多	c=1 d=7.07624e-138 t=112144
gen jin 	跟進	c=40 d=1.92536e-16 t=112144
gen jin ren 	跟進人	c=1 d=2.49441e-77 t=112144
gen jing 	根頸	c=2 d=6.36415e-08 t=112144
gen ju 	根據	c=30 d=0.000415951 t=112144
gen ju 	根矩	c=1 d=4.5077e-68 t=112144
gen ni 	跟你	c=3 d=6.51063e-11 t=112144
gen shang 	跟上	c=1 d=1.33586e-230 t=112144
gen wo 	跟我	c=2 d=9.16803e-126 t=112144
gen zhe 	跟着	c=2 d=1.22236e-68 t=112144
gen zong 	跟蹤	c=3 d=0.00302756 t=112144
geng 	更	c=37 d=0.03639 t=112144
geng 	梗	c=6 d=4.87499e-158 t=112144
geng chang 	更長	c=2 d=3.8656e-113 t=112144
geng duo 	更多	c=29 d=0.172045 t=112144
geng duo ren 	更多人	c=1 d=1.25165e-23 t=112144
geng gai 	更改	c=18 d=3.60407e-13 t=112144
geng gui 	更貴	c=1 d=2.76944e-131 t=112144
geng hao 	更好	c=2 d=7.62397e-74 t=112144
geng hua 	更化	c=1 d=7.39613e-70 t=112144
geng huan 	更換	c=46 d=3.87994e-39 t=112144
geng huan hou 	更換後	c=1 d=8.74078e-94 t=112144
geng huan le 	更換了	c=1 d=5.98174e-73 t=112144
geng jia 	更加	c=1 d=2.23738e-33 t=112144
geng jian yi 	更建議	c=1 d=0.324652 t=112144
geng kuai 	更快	c=2 d=2.29716e-219 t=112144
geng neng 	更能	c=1 d=1.64319e-78 t=112144
geng shao 	更少	c=1 d=6.80666e-181 t=112144
geng tu 	梗图	c=1 d=1.37232e-47 t=112144
geng wang 	梗王	c=12 d=4.59963e-28 t=112144
geng xin 	更新	c=195 d=2.97742 t=112144
geng xin le 	更新了	c=1 d=2.32382e-214 t=112144
geng xin xia 	更新下	c=1 d=5.82853e-150 t=112144
geng xiong 	耿雄	c=1 d=1.11868e-84 t=112144
gong 	供	c=1 d=1.10737e-229 t=112144
gong 	共	c=3 d=5.4576e-53 t=112144
gong 	功	c=1 d=6.57591e-187 t=112144
gong 	工	c=4 d=7.18609e-84 t=112144
gong cheng 	工程	c=21 d=1.49378e-06 t=112144
gong cheng le 	工程了	c=2 d=1.62988e-100 t=112144
gong cheng zhong 	工程中	c=2 d=3.15489e-164 t=112144
gong dan 	工單	c=1 d=6.60432e-32 t=112144
gong feng 	工蜂	c=3 d=7.31239e-230 t=112144
gong fu 	功夫	c=3 d=8.19755e-182 t=112144
gong gao 	公告	c=3 d=0.00359637 t=112144
gong guo 	公國	c=1 d=0.346455 t=112144
gong ji 	攻擊	c=5 d=9.23676e-42 t=112144
gong ji jin 	公積金	c=3 d=4.49697e-212 t=112144
gong jian 	共建	c=1 d=1.19609e-77 t=112144
gong ju 	供具	c=1 d=8.66587e-81 t=112144
gong ju 	工具	c=47 d=1.50039 t=112144
gong ju lan 	工具欄	c=7 d=7.81456e-41 t=112144
gong kai 	公開	c=1 d=6.29384e-230 t=112144
gong neng 	功能	c=56 d=0.432694 t=112144
gong neng geng xin 	功能更新	c=1 d=3.864e-20 t=112144
gong neng jiao fu 	功能交付	c=1 d=1.22087e-83 t=112144
gong neng ne gai 	功能呢該	c=9 d=1.27369e-22 t=112144
gong qi 	工期	c=1 d=3.51863e-183 t=112144
gong shi 	公式	c=1 d=5.02504e-199 t=112144
gong shi 	共識	c=1 d=2.09097e-119 t=112144
gong si 	公司	c=19 d=5.80218e-38 t=112144
gong si o 	公司哦	c=1 d=8.21197e-242 t=112144
gong tong 	共同	c=0 d=4.18772e-232 t=112144
gong tong ji lei 	共同基類	c=1 d=4.20871e-231 t=112144
gong wei 	工位	c=8 d=3.95221e-20 t=112144
gong xi 	恭喜	c=1 d=2.20537e-128 t=112144
gong xiang 	共享	c=1 d=5.69587e-232 t=112144
gong xue 	工學	c=1 d=3.0097e-51 t=112144
gong yi 	公益	c=4 d=1.14681e-211 t=112144
gong yu 	公魚	c=1 d=4.21243e-212 t=112144
gong yue 	公約	c=1 d=8.84968e-122 t=112144
gong zai 	公仔	c=3 d=3.47874e-49 t=112144
gong zhong 	共重	c=2 d=1.37887e-104 t=112144
gong zhong ang 	共重昂	c=1 d=1.14657e-109 t=112144
gong zhong hao 	公眾號	c=169 d=0.000637108 t=112144
gong zhong hua 	共重話	c=1 d=1.38578e-103 t=112144
gong zi 	公子	c=1 d=3.94742e-36 t=112144
gong zi 	工資	c=7 d=9.73591e-39 t=112144
gong zuo 	工作	c=46 d=1.16728 t=112144
gong zuo hao 	工作號	c=1 d=9.61881e-220 t=112144
gong zuo liang 	工作量	c=24 d=4.56575e-12 t=112144
gong zuo qu 	工作區	c=6 d=2.58803 t=112144
gong zuo shi 	工作室	c=1 d=5.1325e-242 t=112144
gou 	勾	c=1 d=2.15846e-81 t=112144
gou 	夠	c=9 d=7.4107e-05 t=112144
gou jian 	構建	c=2 d=1.52764e-220 t=112144
gou mai 	購買	c=3 d=5.1102e-125 t=112144
gou mai le 	購買了	c=1 d=3.9675e-125 t=112144
gou shi 	狗屎	c=5 d=9.60432e-26 t=112144
gou tong 	溝通	c=19 d=0.00287184 t=112144
gou tong le 	溝通了	c=1 d=2.14988e-93 t=112144
gou tong xia 	溝通下	c=1 d=2.24616e-79 t=112144
gou tou 	狗頭	c=2 d=2.49707e-207 t=112144
gou wu 	購物	c=2 d=7.64166e-160 t=112144
gou yong 	夠用	c=2 d=4.13742e-223 t=112144
gou zao 	構造	c=5 d=1.77804e-06 t=112144
gou zi 	鈎子	c=1 d=3.61174e-108 t=112144
gu 	顧	c=4 d=3.0289e-81 t=112144
gu cheng 	古城	c=1 d=3.5394e-164 t=112144
gu ding 	固定	c=15 d=1.09979e-13 t=112144
gu du 	孤獨	c=1 d=4.64152e-118 t=112144
gu er 	古兒	c=0 d=0.000172074 t=112144
gu ge 	谷歌	c=1 d=1.04436e-40 t=112144
gu hui 	骨灰	c=1 d=3.03305e-230 t=112144
gu ji 	估計	c=76 d=5.77013e-05 t=112144
gu ji shi 	估計是	c=2 d=3.58628e-113 t=112144
gu jia 	股價	c=1 d=3.18085e-84 t=112144
gu jiu 	古舊	c=0 d=3.16757e-124 t=112144
gu piao 	股票	c=2 d=1.85249e-18 t=112144
gu shi 	故事	c=4 d=1.11889e-184 t=112144
gu tou bu gu ding 	顾头不顾腚	c=1 d=2.25015e-188 t=112144
gu xi la 	古希臘	c=1 d=2.98239e-32 t=112144
gu yi 	故意	c=1 d=9.68242e-34 t=112144
gu yi de 	故意的	c=1 d=9.73089e-33 t=112144
gu ying zi lian 	顾影自怜	c=1 d=7.6674e-82 t=112144
gu zhang 	鼓掌	c=3 d=2.48982e-26 t=112144
gua 	掛	c=11 d=2.1992e-07 t=112144
gua 	瓜	c=1 d=3.69702e-206 t=112144
gua ge 	掛個	c=1 d=3.60574e-206 t=112144
gua jian 	掛件	c=2 d=1.70478e-11 t=112144
gua le 	掛了	c=9 d=0.100761 t=112144
gua qi 	掛起	c=2 d=1.20665e-227 t=112144
gua zai 	掛在	c=1 d=7.53326e-139 t=112144
guai 	怪	c=3 d=1.92155e-125 t=112144
guai bu de 	怪不得	c=2 d=5.34646e-105 t=112144
